conversations
"[{'content': 'ما هو عنوان الكتاب الذي يظهر في طبعته الثانية؟', 'role': 'user'}
"[{'content': 'بالنظر إلى بيانات المشاريع (تكلفة المواد، عدد العمال، مدة البناء، ونسبة الإنجاز)، أي مشروع يحقق أعلى نسبة إنجاز متوقعة؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'بالنظر إلى الجدول الذي يعرض الكتب وعدد الصفحات والصفحات المقروءة ونسبة الإنجاز، أي كتاب من ضمن الخيارات المتاحة تعد نسبة إنجاز قارئه غير منطقية؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'بناءً على الجدول، أي بائعين من ضمن الخيارات المتاحة حققا أعلى نسبة عمولة مقارنة بإجمالي إيراداته؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'من خلال تحليل البيانات، أي بائع من ضمن الخيارات المتاحة حقق أعلى متوسط سعر للوحدة بناءً على إجمالي الإيرادات وعدد الوحدات المباعة؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'أي تسلسل من ضمن الخيارات المتاحة تمثل ترتيباً تصاعدياً لنسب الخصم بناءً على البيانات المعروضة؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'بالنظر إلى الجدول، أي موظف من ضمن الخيارات المتاحة التحق بدورة تدريبية ذات أعلى تكلفة نسبةً لعدد الساعات التي قضاها في التدريب؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي طالب من ضمن الخيارات المتاحة حصل على أعلى معدل إجمالي بناءً على الدرجات الثلاثة؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'من الجدول المرفق، أي طالب من ضمن الخيارات المتاحة حصل على درجة ضعيفة في الاختبار الثاني، مما أثر بشكل كبير على معدله العام؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'أي مورد من ضمن الخيارات المتاحة مازال مديناً بناءً على البيانات المالية في الجدول؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي مورد من ضمن الخيارات المتاحة دفع أكبر نسبة من المبلغ المستحق مقارنة بإجمالي المبلغ الواجب دفعه؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'بناءً على الجدول، أي فريق من ضمن الخيارات المتاحة تجاوز عدد المشاريع المستهدفة وأتم مشاريع أكثر من المخطط لها؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'من خلال جدول جسور 1-10 الذي يعرض الأسمنت والصلب والخشب والرمل، أي جسر يستهلك أكبر مقدار من الصلب (طن)؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'من بين الفرق المدرجة في الجدول، أي فريق من ضمن الخيارات المتاحة سجل أعلى نسبة إنجاز؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي موظف حصل على أطول مدة إجازة في الجدول بناءً على تواريخ البدء والانتهاء؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'أي نوع من القماش من ضمن الخيارات المتاحة يتميز بأعلى نسبة من الخامة الطبيعية؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'بالنظر إلى الجدول، ما هو متوسط تقييم المدرب بالنسبة المئوية (٪)؟ حاول الحصول على المتوسط باستخدام الجمع أو الطرح فقط والمعلومات المدرجة في الجدول.', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'أي مدينة من ضمن الخيارات المتاحة حققت أعلى تكلفة إجمالية للسفر؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'أي موظف من ضمن الخيارات المتاحة تجاوز عدد الساعات المنفذة الأسبوعية المقررة بأكبر فرق؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'أي شهر شهد أعلى نمو مالي وفقًا لنسبة النمو المدرجة؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي مرشح لديه أعلى جاهزية للمنصب في الجدول؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'ما هو القسم الذي استلم أعلى مبلغ في الجدول؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'أي منتج يتمتع بأعلى هامش ربح بناءً على بيانات الجدول؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'يُظهر جدول جسور 31 إلى 40 الكميات والمدة والتكلفة. أي جسر يتميز بامتلاكه أطول مدة مقدرة في البناء؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي موظف غادر في يوم عمله المدة الأطول؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'ما هو الفرق بين المصروف الفعلي والميزانية المخططة لبند التدريب، وما النسبة التي يمثلها الفرق من الميزانية المخططة؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'إذا كان العميل الذي لديه أعلى نسبة استغلال أرصدة الحسابات يحتاج إلى خفض حد الائتمان بنسبة 25%، فكم سيصبح حد الائتمان الجديد؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'إذا أرادت الشركة خفض المصاريف التشغيلية بنسبة 10% في كل شهر قادم، فما هو إجمالي التخفيض في نهاية شهر ربيع الأول؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'إذا كان معدل الانحراف السنوي للمرافق قد استمر على نفس الوتيرة مع ثبات الميزانية السنوية، فما هو مقدار العجز المتوقع للمرافق للربع القادم؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'أي موظف لديه أقدمية أطول في الشركة بناءً على تاريخ التعيين؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'استناداً إلى الجدول، ما الوصف الأفضل للمنشئة المدرجة بياناتها؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'ما هو عدد الحصص التي تحتوي على مادة الرياضيات خلال الأسبوع؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'إذا أرادت الشركة رفع نسبة الإهلاك بمقدار 5% للأصل الذي يمتلك أقل نسبة إهلاك حالياً، فكم ستكون نسبة الإهلاك الجديدة لهذا الأصل؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'ما هو الطفل الذي لديه أقل فترة بقاء في المركز بناءً على وقت الحضور والانصراف؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'في الجدول الذي يسرد المنتجات مع الكمية المستهلكة والتكلفة الإجمالية، أي منتج من ضمن الخيارات لديه التكلفة الإجمالية الأعلى؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'إذا أراد الموظف الذي حصل على أكبر نسبة زيادة في الراتب الحصول على إضافة 10٪ من النسبة عند ترقيته القادمة، فما مقدار الزيادة التالية؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'وفقًا للجدول الذي يعرض أسماء الحسابات والدائن والمدين والرصيد النهائي، أي حساب  من ضمن الخيارات يمتلك الرصيد النهائي الأضخم؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'أي بنية تعد هيدروكربون مشبع؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'استخدم الميزات المسماة في البنية الجزيئية أدناه للإجابة على الأسئلة التالية. <image 1>، أي تسمية تحدد مجموعة البروبيل؟', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'استخدم الرسوم البيانية للإجابة على الأسئلة. يمكن استخدام الرسم البياني: مرة واحدة، أكثر من مرة، أو لا يُستخدم على الإطلاق. <image 1>،أي رسم بياني له ميل = صفر.', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'يظهر الرسم البياني التالي بروتين البكتريورودوبسين. هذا البروتين له هيكل رباعي.<image 1>', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'استنادًا إلى الأشكال المعطاة للدواء A <image 1> والدواء B <image 2>، هل البيان التالي صحيح أم خاطئ؟ بالنسبة للدواء A، لا يعتمد ثابت معدل الإزالة على كمية الدواء في الجسم.', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'باستخدام مخطط الطور لثاني أكسيد الكربون، صف جميع التغيرات الطورية التي ستحدث عندما يتم تسخين CO2 من -١٠٠ درجة مئوية إلى -١٠ درجة مئوية عند ضغط ثابت قدره ٦ ضغط جوي.<image 1>', 'role': 'user'}
 {'content': 'د', 'role': 'assistant'}]"
"[{'content': 'استخدم الرسوم للإجابة على السؤال. يمثل كل رسم موجة كهرومغناطيسية. <image 1>، أي موجة لها أعلى سعة؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'استخدم التفاعل أدناه، <image 1> ،وبناءً على النوافذ الذرية أدناه، حدد المادة المحددة. <image 2>', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'هناك ثلاث آليات لفوسفورلة ADP لإنتاج ATP. اكتب اسم الآلية التي تصف كل من التفاعلات في الجدول التالي.<image 1>', 'role': 'user'}
 {'content': 'ح', 'role': 'assistant'}]"
"[{'content': 'املأ الجدول التالي (أ)(ج)(هـ)(ز) بمصدر الكربون لكل نوع من أنواع الكائنات الحية.<image 1>', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي من البنسيلينات التالية لا يمكن إنتاجها عن طريق التخمير؟', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'إلى أي منطقة قشرية يسقط نواة المهاد هذه؟ <image 1>', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'سمِّ الهالوكربونات التالية: <image 1>', 'role': 'user'}
